,Date, Open, High, Low, Close,Date_PE,PE_CAPE,TR CAPE,Yield
2999,02/03/09,830.42,842.6,821.98,838.51,2009.02,14.12,15.43,6.79%
3000,02/02/09,815.11,830.78,812.87,825.44,2009.02,14.12,15.43,6.79%
3001,01/30/09,849.08,851.66,821.67,825.88,2009.01,15.17,16.55,6.61%
3002,01/29/09,859.3,868.89,844.15,845.14,2009.01,15.17,16.55,6.61%
3003,01/28/09,863.81,877.86,845.73,874.09,2009.01,15.17,16.55,6.61%
3004,01/27/09,841.64,850.45,835.4,845.71,2009.01,15.17,16.55,6.61%
3005,01/26/09,834.57,852.53,827.69,836.57,2009.01,15.17,16.55,6.61%
3006,01/23/09,808.8,838.61,806.07,831.95,2009.01,15.17,16.55,6.61%
3007,01/22/09,820.4,839.74,811.29,827.5,2009.01,15.17,16.55,6.61%
3008,01/21/09,818.63,841.72,804.3,840.24,2009.01,15.17,16.55,6.61%
3009,01/20/09,841.91,849.64,804.47,805.22,2009.01,15.17,16.55,6.61%
3010,01/16/09,858.13,858.13,830.66,850.12,2009.01,15.17,16.55,6.61%
3011,01/15/09,840.45,851.59,817.04,843.74,2009.01,15.17,16.55,6.61%
3012,01/14/09,854.05,867.28,836.93,842.62,2009.01,15.17,16.55,6.61%
3013,01/13/09,867.39,877.02,862.02,871.79,2009.01,15.17,16.55,6.61%
3014,01/12/09,888.53,890.4,864.32,870.26,2009.01,15.17,16.55,6.61%
3015,01/09/09,910.92,911.93,888.31,890.35,2009.01,15.17,16.55,6.61%
3016,01/08/09,901.25,910.0,896.81,909.73,2009.01,15.17,16.55,6.61%
3017,01/07/09,917.87,927.45,902.37,906.65,2009.01,15.17,16.55,6.61%
3018,01/06/09,937.33,943.85,927.28,934.7,2009.01,15.17,16.55,6.61%
3019,01/05/09,929.17,936.63,919.53,927.45,2009.01,15.17,16.55,6.61%
3020,01/02/09,904.61,934.73,899.73,931.8,2009.01,15.17,16.55,6.61%
3021,12/31/08,890.22,910.32,889.67,903.25,2008.12,15.38,16.73,6.60%
3022,12/30/08,873.87,891.12,870.58,890.64,2008.12,15.38,16.73,6.60%
3023,12/29/08,873.76,873.76,857.07,869.42,2008.12,15.38,16.73,6.60%
3024,12/26/08,872.03,873.74,866.52,872.8,2008.12,15.38,16.73,6.60%
3025,12/24/08,863.73,869.79,861.44,868.15,2008.12,15.38,16.73,6.60%
3026,12/23/08,879.8,880.44,860.1,863.16,2008.12,15.38,16.73,6.60%
3027,12/22/08,888.33,887.37,857.09,871.63,2008.12,15.38,16.73,6.60%
3028,12/19/08,889.74,905.47,883.02,887.88,2008.12,15.38,16.73,6.60%
3029,12/18/08,907.96,911.02,877.44,885.28,2008.12,15.38,16.73,6.60%
3030,12/17/08,900.54,918.85,895.94,904.42,2008.12,15.38,16.73,6.60%
3031,12/16/08,875.4,914.66,871.53,913.18,2008.12,15.38,16.73,6.60%
3032,12/15/08,883.16,884.63,857.72,868.57,2008.12,15.38,16.73,6.60%
3033,12/12/08,871.79,883.24,851.35,879.73,2008.12,15.38,16.73,6.60%
3034,12/11/08,889.54,904.63,868.73,873.59,2008.12,15.38,16.73,6.60%
3035,12/10/08,897.2,908.27,885.45,899.24,2008.12,15.38,16.73,6.60%
3036,12/09/08,896.7,916.26,885.38,888.67,2008.12,15.38,16.73,6.60%
3037,12/08/08,898.02,918.57,882.71,909.7,2008.12,15.38,16.73,6.60%
3038,12/05/08,835.12,879.42,818.41,876.07,2008.12,15.38,16.73,6.60%
3039,12/04/08,855.96,875.6,833.6,845.22,2008.12,15.38,16.73,6.60%
3040,12/03/08,827.93,873.12,827.6,870.74,2008.12,15.38,16.73,6.60%
3041,12/02/08,831.73,850.54,817.94,848.81,2008.12,15.38,16.73,6.60%
3042,12/01/08,870.24,888.61,815.69,816.21,2008.12,15.38,16.73,6.60%
3043,11/28/08,883.43,896.25,881.21,896.24,2008.11,15.26,16.58,5.64%
3044,11/26/08,840.68,887.68,841.37,887.68,2008.11,15.26,16.58,5.64%
3045,11/25/08,868.48,868.94,834.99,857.39,2008.11,15.26,16.58,5.64%
3046,11/24/08,818.21,865.6,801.2,851.81,2008.11,15.26,16.58,5.64%
3047,11/21/08,763.45,801.2,741.02,800.03,2008.11,15.26,16.58,5.64%
3048,11/20/08,795.69,820.52,747.78,752.44,2008.11,15.26,16.58,5.64%
3049,11/19/08,857.68,864.57,806.18,806.58,2008.11,15.26,16.58,5.64%
3050,11/18/08,849.31,865.9,826.84,859.12,2008.11,15.26,16.58,5.64%
3051,11/17/08,862.09,882.29,848.98,850.75,2008.11,15.26,16.58,5.64%
3052,11/14/08,891.18,916.88,869.88,873.29,2008.11,15.26,16.58,5.64%
3053,11/13/08,857.06,913.01,818.69,911.29,2008.11,15.26,16.58,5.64%
3054,11/12/08,880.15,893.39,850.48,852.3,2008.11,15.26,16.58,5.64%
3055,11/11/08,905.5,917.15,884.9,898.95,2008.11,15.26,16.58,5.64%
3056,11/10/08,949.74,951.95,907.47,919.21,2008.11,15.26,16.58,5.64%
3057,11/07/08,914.67,931.46,906.9,930.99,2008.11,15.26,16.58,5.64%
3058,11/06/08,942.74,952.4,899.73,904.88,2008.11,15.26,16.58,5.64%
3059,11/05/08,991.23,1001.84,949.86,952.77,2008.11,15.26,16.58,5.64%
3060,11/04/08,988.88,1007.51,971.31,1005.75,2008.11,15.26,16.58,5.64%
3061,11/03/08,968.24,975.57,958.82,966.3,2008.11,15.26,16.58,5.64%
3062,10/31/08,952.83,984.38,944.59,968.75,2008.1,16.39,17.77,5.11%
3063,10/30/08,958.09,963.23,928.5,954.09,2008.1,16.39,17.77,5.11%
3064,10/29/08,937.26,969.97,922.26,930.09,2008.1,16.39,17.77,5.11%
3065,10/28/08,873.12,940.51,845.27,940.51,2008.1,16.39,17.77,5.11%
3066,10/27/08,860.23,893.78,846.75,848.92,2008.1,16.39,17.77,5.11%
3067,10/24/08,852.85,896.3,852.85,876.77,2008.1,16.39,17.77,5.11%
3068,10/23/08,904.11,922.83,858.44,908.11,2008.1,16.39,17.77,5.11%
3069,10/22/08,931.62,951.67,875.81,896.78,2008.1,16.39,17.77,5.11%
3070,10/21/08,971.04,985.44,952.47,955.05,2008.1,16.39,17.77,5.11%
3071,10/20/08,954.92,985.4,943.51,985.4,2008.1,16.39,17.77,5.11%
3072,10/17/08,922.71,984.64,918.74,940.55,2008.1,16.39,17.77,5.11%
3073,10/16/08,912.04,947.71,865.83,946.43,2008.1,16.39,17.77,5.11%
3074,10/15/08,975.22,994.6,903.99,907.84,2008.1,16.39,17.77,5.11%
3075,10/14/08,1049.69,1044.31,972.07,998.01,2008.1,16.39,17.77,5.11%
3076,10/13/08,944.62,1006.93,912.75,1003.35,2008.1,16.39,17.77,5.11%
3077,10/10/08,866.33,936.36,839.8,899.22,2008.1,16.39,17.77,5.11%
3078,10/09/08,998.22,1005.25,909.19,909.92,2008.1,16.39,17.77,5.11%
3079,10/08/08,966.16,1021.06,970.97,984.94,2008.1,16.39,17.77,5.11%
3080,10/07/08,1068.33,1072.91,996.23,996.23,2008.1,16.39,17.77,5.11%
3081,10/06/08,1065.59,1097.56,1007.97,1056.89,2008.1,16.39,17.77,5.11%
3082,10/03/08,1128.35,1153.82,1098.14,1099.23,2008.1,16.39,17.77,5.11%
3083,10/02/08,1150.85,1160.64,1111.43,1114.28,2008.1,16.39,17.77,5.11%
3084,10/01/08,1154.7,1167.03,1140.77,1161.06,2008.1,16.39,17.77,5.11%
3085,09/30/08,1135.0,1168.03,1113.78,1166.36,2008.09,20.36,22.05,4.17%
3086,09/29/08,1188.46,1209.07,1106.39,1106.39,2008.09,20.36,22.05,4.17%
3087,09/26/08,1187.54,1215.77,1187.54,1213.01,2008.09,20.36,22.05,4.17%
3088,09/25/08,1187.87,1220.03,1187.87,1209.18,2008.09,20.36,22.05,4.17%
3089,09/24/08,1187.46,1197.41,1179.79,1185.87,2008.09,20.36,22.05,4.17%
3090,09/23/08,1210.44,1221.15,1187.06,1188.22,2008.09,20.36,22.05,4.17%
3091,09/22/08,1245.87,1255.37,1205.61,1207.09,2008.09,20.36,22.05,4.17%
3092,09/19/08,1265.12,1265.12,1213.11,1255.08,2008.09,20.36,22.05,4.17%
3093,09/18/08,1178.2,1211.14,1133.5,1206.51,2008.09,20.36,22.05,4.17%
3094,09/17/08,1189.89,1210.34,1155.88,1156.39,2008.09,20.36,22.05,4.17%
3095,09/16/08,1169.28,1214.84,1169.28,1213.59,2008.09,20.36,22.05,4.17%
3096,09/15/08,1213.16,1250.92,1192.7,1192.7,2008.09,20.36,22.05,4.17%
3097,09/12/08,1238.77,1255.09,1233.81,1251.7,2008.09,20.36,22.05,4.17%
3098,09/11/08,1214.94,1249.98,1211.54,1249.05,2008.09,20.36,22.05,4.17%
3099,09/10/08,1235.97,1243.9,1221.6,1232.04,2008.09,20.36,22.05,4.17%
3100,09/09/08,1265.41,1268.66,1224.51,1224.51,2008.09,20.36,22.05,4.17%
3101,09/08/08,1274.42,1274.42,1247.12,1267.79,2008.09,20.36,22.05,4.17%
3102,09/05/08,1228.92,1244.94,1217.23,1242.31,2008.09,20.36,22.05,4.17%
3103,09/04/08,1266.06,1271.8,1232.83,1236.83,2008.09,20.36,22.05,4.17%
3104,09/03/08,1275.03,1280.6,1265.59,1274.98,2008.09,20.36,22.05,4.17%
3105,09/02/08,1298.33,1303.04,1272.2,1277.58,2008.09,20.36,22.05,4.17%
3106,08/29/08,1293.82,1297.59,1282.74,1282.83,2008.08,21.4,23.16,3.76%
3107,08/28/08,1288.0,1300.68,1283.79,1300.68,2008.08,21.4,23.16,3.76%
3108,08/27/08,1272.58,1285.05,1270.03,1281.66,2008.08,21.4,23.16,3.76%
3109,08/26/08,1267.15,1275.65,1263.21,1271.51,2008.08,21.4,23.16,3.76%
3110,08/25/08,1284.71,1290.47,1264.87,1266.84,2008.08,21.4,23.16,3.76%
3111,08/22/08,1282.92,1293.09,1277.59,1292.2,2008.08,21.4,23.16,3.76%
3112,08/21/08,1266.14,1281.4,1265.22,1277.72,2008.08,21.4,23.16,3.76%
3113,08/20/08,1271.44,1276.01,1261.16,1274.54,2008.08,21.4,23.16,3.76%
3114,08/19/08,1270.18,1276.65,1263.11,1266.69,2008.08,21.4,23.16,3.76%
3115,08/18/08,1299.98,1300.22,1274.51,1278.6,2008.08,21.4,23.16,3.76%
3116,08/15/08,1294.49,1302.05,1290.74,1298.2,2008.08,21.4,23.16,3.76%
3117,08/14/08,1274.99,1300.11,1276.84,1292.93,2008.08,21.4,23.16,3.76%
3118,08/13/08,1285.22,1294.03,1274.86,1285.83,2008.08,21.4,23.16,3.76%
3119,08/12/08,1300.68,1304.79,1285.64,1289.59,2008.08,21.4,23.16,3.76%
3120,08/11/08,1293.73,1313.15,1291.41,1305.32,2008.08,21.4,23.16,3.76%
3121,08/08/08,1263.68,1297.85,1262.11,1296.32,2008.08,21.4,23.16,3.76%
3122,08/07/08,1279.57,1286.51,1264.29,1266.07,2008.08,21.4,23.16,3.76%
3123,08/06/08,1279.88,1291.67,1276.0,1289.19,2008.08,21.4,23.16,3.76%
3124,08/05/08,1254.87,1284.88,1254.67,1284.88,2008.08,21.4,23.16,3.76%
3125,08/04/08,1258.07,1260.49,1247.45,1249.01,2008.08,21.4,23.16,3.76%
3126,08/01/08,1270.52,1270.52,1254.54,1260.31,2008.08,21.4,23.16,3.76%
3127,07/31/08,1271.66,1284.93,1265.97,1267.38,2008.07,20.91,22.6,3.80%
3128,07/30/08,1269.56,1284.33,1264.52,1284.26,2008.07,20.91,22.6,3.80%
3129,07/29/08,1240.1,1263.2,1236.38,1263.2,2008.07,20.91,22.6,3.80%
3130,07/28/08,1254.67,1260.09,1234.37,1234.37,2008.07,20.91,22.6,3.80%
3131,07/25/08,1259.73,1263.33,1251.75,1257.76,2008.07,20.91,22.6,3.80%
3132,07/24/08,1282.95,1283.22,1251.48,1252.54,2008.07,20.91,22.6,3.80%
3133,07/23/08,1280.28,1291.17,1276.06,1282.19,2008.07,20.91,22.6,3.80%
3134,07/22/08,1251.45,1277.42,1248.83,1277.0,2008.07,20.91,22.6,3.80%
3135,07/21/08,1264.67,1267.74,1255.7,1260.0,2008.07,20.91,22.6,3.80%
3136,07/18/08,1262.23,1262.23,1251.81,1260.68,2008.07,20.91,22.6,3.80%
3137,07/17/08,1251.39,1262.31,1241.49,1260.32,2008.07,20.91,22.6,3.80%
3138,07/16/08,1214.5,1245.52,1211.39,1245.36,2008.07,20.91,22.6,3.80%
3139,07/15/08,1215.52,1234.35,1200.44,1214.91,2008.07,20.91,22.6,3.80%
3140,07/14/08,1253.5,1253.5,1225.01,1228.3,2008.07,20.91,22.6,3.80%
3141,07/11/08,1238.55,1257.27,1225.35,1239.49,2008.07,20.91,22.6,3.80%
3142,07/10/08,1245.71,1257.65,1236.76,1253.39,2008.07,20.91,22.6,3.80%
3143,07/09/08,1274.69,1277.36,1244.69,1244.69,2008.07,20.91,22.6,3.80%
3144,07/08/08,1250.67,1274.17,1242.84,1273.7,2008.07,20.91,22.6,3.80%
3145,07/07/08,1265.67,1273.95,1240.68,1252.31,2008.07,20.91,22.6,3.80%
3146,07/03/08,1269.93,1271.48,1252.01,1262.9,2008.07,20.91,22.6,3.80%
3147,07/02/08,1290.11,1292.17,1261.51,1261.52,2008.07,20.91,22.6,3.80%
3148,07/01/08,1266.79,1285.31,1260.68,1284.91,2008.07,20.91,22.6,3.80%
3149,06/30/08,1280.33,1290.31,1274.86,1280.0,2008.06,22.42,24.22,3.35%
3150,06/27/08,1284.44,1289.45,1272.0,1278.38,2008.06,22.42,24.22,3.35%
3151,06/26/08,1307.49,1316.29,1283.15,1283.15,2008.06,22.42,24.22,3.35%
3152,06/25/08,1319.24,1335.63,1314.54,1321.97,2008.06,22.42,24.22,3.35%
3153,06/24/08,1311.62,1326.02,1304.42,1314.29,2008.06,22.42,24.22,3.35%
3154,06/23/08,1322.35,1323.78,1315.31,1318.0,2008.06,22.42,24.22,3.35%
3155,06/20/08,1339.28,1341.02,1314.46,1317.93,2008.06,22.42,24.22,3.35%
3156,06/19/08,1336.69,1347.66,1330.5,1342.83,2008.06,22.42,24.22,3.35%
3157,06/18/08,1341.49,1349.59,1333.4,1337.81,2008.06,22.42,24.22,3.35%
3158,06/17/08,1365.56,1366.59,1350.54,1350.93,2008.06,22.42,24.22,3.35%
3159,06/16/08,1351.74,1364.7,1352.07,1360.14,2008.06,22.42,24.22,3.35%
3160,06/13/08,1347.73,1360.03,1341.71,1360.03,2008.06,22.42,24.22,3.35%
3161,06/12/08,1342.56,1353.03,1331.29,1339.87,2008.06,22.42,24.22,3.35%
3162,06/11/08,1355.25,1357.09,1335.47,1335.49,2008.06,22.42,24.22,3.35%
3163,06/10/08,1351.93,1366.84,1351.56,1358.44,2008.06,22.42,24.22,3.35%
3164,06/09/08,1366.18,1370.63,1350.62,1361.76,2008.06,22.42,24.22,3.35%
3165,06/06/08,1419.93,1400.06,1359.9,1360.68,2008.06,22.42,24.22,3.35%
3166,06/05/08,1382.33,1404.05,1377.48,1404.05,2008.06,22.42,24.22,3.35%
3167,06/04/08,1373.97,1388.18,1371.74,1377.2,2008.06,22.42,24.22,3.35%
3168,06/03/08,1389.88,1393.12,1370.12,1377.65,2008.06,22.42,24.22,3.35%
3169,06/02/08,1395.74,1399.62,1377.79,1385.67,2008.06,22.42,24.22,3.35%
3170,05/30/08,1401.86,1404.46,1398.08,1400.38,2008.05,23.7,25.58,3.24%
3171,05/29/08,1387.5,1406.32,1388.59,1398.26,2008.05,23.7,25.58,3.24%
3172,05/28/08,1388.38,1391.25,1378.16,1390.84,2008.05,23.7,25.58,3.24%
3173,05/27/08,1374.98,1387.4,1373.07,1385.35,2008.05,23.7,25.58,3.24%
3174,05/23/08,1389.24,1392.2,1373.72,1375.93,2008.05,23.7,25.58,3.24%
3175,05/22/08,1390.83,1399.07,1390.23,1394.35,2008.05,23.7,25.58,3.24%
3176,05/21/08,1416.16,1419.12,1388.81,1390.71,2008.05,23.7,25.58,3.24%
3177,05/20/08,1419.93,1424.49,1409.09,1413.4,2008.05,23.7,25.58,3.24%
3178,05/19/08,1425.74,1440.24,1421.63,1426.63,2008.05,23.7,25.58,3.24%
3179,05/16/08,1425.7,1425.82,1414.35,1425.35,2008.05,23.7,25.58,3.24%
3180,05/15/08,1408.36,1424.4,1406.87,1423.57,2008.05,23.7,25.58,3.24%
3181,05/14/08,1409.45,1420.19,1405.65,1408.66,2008.05,23.7,25.58,3.24%
3182,05/13/08,1407.07,1406.3,1396.26,1403.04,2008.05,23.7,25.58,3.24%
3183,05/12/08,1390.4,1404.06,1386.2,1403.58,2008.05,23.7,25.58,3.24%
3184,05/09/08,1385.11,1394.9,1384.11,1388.28,2008.05,23.7,25.58,3.24%
3185,05/08/08,1397.75,1402.35,1389.39,1397.68,2008.05,23.7,25.58,3.24%
3186,05/07/08,1417.53,1419.54,1391.16,1392.57,2008.05,23.7,25.58,3.24%
3187,05/06/08,1401.49,1421.57,1397.1,1418.26,2008.05,23.7,25.58,3.24%
3188,05/05/08,1410.83,1415.7,1404.37,1407.49,2008.05,23.7,25.58,3.24%
3189,05/02/08,1409.16,1422.72,1406.25,1413.9,2008.05,23.7,25.58,3.24%
3190,05/01/08,1384.23,1410.07,1383.07,1409.34,2008.05,23.7,25.58,3.24%
3191,04/30/08,1393.89,1404.57,1384.25,1385.59,2008.04,23.36,25.2,3.43%
3192,04/29/08,1393.18,1397.0,1386.7,1390.94,2008.04,23.36,25.2,3.43%
3193,04/28/08,1398.44,1402.9,1394.4,1396.37,2008.04,23.36,25.2,3.43%
3194,04/25/08,1395.18,1399.11,1379.98,1397.84,2008.04,23.36,25.2,3.43%
3195,04/24/08,1382.14,1397.72,1371.09,1388.82,2008.04,23.36,25.2,3.43%
3196,04/23/08,1379.71,1387.87,1372.24,1379.93,2008.04,23.36,25.2,3.43%
3197,04/22/08,1382.47,1386.43,1369.84,1375.94,2008.04,23.36,25.2,3.43%
3198,04/21/08,1382.69,1390.23,1379.25,1388.17,2008.04,23.36,25.2,3.43%
3199,04/18/08,1391.12,1395.9,1369.0,1390.33,2008.04,23.36,25.2,3.43%
3200,04/17/08,1360.18,1368.6,1357.25,1365.56,2008.04,23.36,25.2,3.43%
3201,04/16/08,1346.43,1365.49,1337.02,1364.71,2008.04,23.36,25.2,3.43%
3202,04/15/08,1337.59,1337.72,1324.35,1334.43,2008.04,23.36,25.2,3.43%
3203,04/14/08,1331.83,1335.64,1326.16,1328.32,2008.04,23.36,25.2,3.43%
3204,04/11/08,1343.58,1357.98,1331.21,1332.83,2008.04,23.36,25.2,3.43%
3205,04/10/08,1355.21,1367.24,1350.11,1360.55,2008.04,23.36,25.2,3.43%
3206,04/09/08,1365.43,1368.39,1349.97,1354.49,2008.04,23.36,25.2,3.43%
3207,04/08/08,1362.61,1370.16,1360.62,1365.54,2008.04,23.36,25.2,3.43%
3208,04/07/08,1381.19,1386.74,1369.02,1372.54,2008.04,23.36,25.2,3.43%
3209,04/04/08,1370.56,1380.91,1362.83,1370.4,2008.04,23.36,25.2,3.43%
3210,04/03/08,1359.71,1375.66,1358.68,1369.31,2008.04,23.36,25.2,3.43%
3211,04/02/08,1373.15,1377.95,1361.55,1367.53,2008.04,23.36,25.2,3.43%
3212,04/01/08,1340.94,1370.18,1326.41,1370.18,2008.04,23.36,25.2,3.43%
3213,03/31/08,1314.42,1328.52,1312.81,1322.7,2008.03,22.61,24.38,3.70%
3214,03/28/08,1327.02,1334.87,1312.95,1315.22,2008.03,22.61,24.38,3.70%
3215,03/27/08,1345.62,1345.62,1325.66,1325.76,2008.03,22.61,24.38,3.70%
3216,03/26/08,1343.93,1352.45,1336.41,1341.13,2008.03,22.61,24.38,3.70%
3217,03/25/08,1351.42,1357.47,1341.21,1352.99,2008.03,22.61,24.38,3.70%
3218,03/24/08,1333.66,1359.68,1330.29,1349.88,2008.03,22.61,24.38,3.70%
3219,03/20/08,1299.67,1330.67,1295.22,1329.51,2008.03,22.61,24.38,3.70%
3220,03/19/08,1334.63,1341.51,1298.42,1298.42,2008.03,22.61,24.38,3.70%
3221,03/18/08,1302.22,1330.74,1277.16,1330.74,2008.03,22.61,24.38,3.70%
3222,03/17/08,1283.21,1287.5,1256.98,1276.6,2008.03,22.61,24.38,3.70%
3223,03/14/08,1319.78,1321.47,1274.86,1288.14,2008.03,22.61,24.38,3.70%
3224,03/13/08,1291.34,1321.68,1282.11,1315.48,2008.03,22.61,24.38,3.70%
3225,03/12/08,1322.23,1333.26,1307.86,1308.77,2008.03,22.61,24.38,3.70%
3226,03/11/08,1301.4,1320.65,1274.4,1320.65,2008.03,22.61,24.38,3.70%
3227,03/10/08,1293.68,1295.01,1272.66,1273.37,2008.03,22.61,24.38,3.70%
3228,03/07/08,1294.66,1313.24,1282.43,1293.37,2008.03,22.61,24.38,3.70%
3229,03/06/08,1329.23,1332.2,1303.42,1304.34,2008.03,22.61,24.38,3.70%
3230,03/05/08,1330.32,1344.19,1320.22,1333.7,2008.03,22.61,24.38,3.70%
3231,03/04/08,1320.75,1331.03,1307.39,1326.75,2008.03,22.61,24.38,3.70%
3232,03/03/08,1329.68,1335.13,1320.04,1331.34,2008.03,22.61,24.38,3.70%
3233,02/29/08,1354.12,1364.07,1325.42,1330.63,2008.02,23.5,25.33,3.23%
3234,02/28/08,1378.16,1378.16,1363.16,1367.68,2008.02,23.5,25.33,3.23%
3235,02/27/08,1378.95,1388.34,1372.0,1380.02,2008.02,23.5,25.33,3.23%
3236,02/26/08,1371.76,1387.34,1363.29,1381.29,2008.02,23.5,25.33,3.23%
3237,02/25/08,1352.75,1374.36,1346.03,1371.8,2008.02,23.5,25.33,3.23%
3238,02/22/08,1344.22,1354.3,1327.04,1353.11,2008.02,23.5,25.33,3.23%
3239,02/21/08,1364.3,1367.94,1339.34,1342.53,2008.02,23.5,25.33,3.23%
3240,02/20/08,1338.56,1363.71,1336.55,1360.03,2008.02,23.5,25.33,3.23%
3241,02/19/08,1366.84,1367.28,1345.05,1348.78,2008.02,23.5,25.33,3.23%
3242,02/15/08,1347.2,1350.0,1338.13,1349.99,2008.02,23.5,25.33,3.23%
3243,02/14/08,1368.16,1368.16,1347.31,1348.86,2008.02,23.5,25.33,3.23%
3244,02/13/08,1360.01,1369.23,1350.78,1367.21,2008.02,23.5,25.33,3.23%
3245,02/12/08,1346.93,1362.1,1339.36,1348.86,2008.02,23.5,25.33,3.23%
3246,02/11/08,1331.23,1341.4,1320.32,1339.13,2008.02,23.5,25.33,3.23%
3247,02/08/08,1331.34,1341.22,1321.06,1331.29,2008.02,23.5,25.33,3.23%
3248,02/07/08,1321.09,1347.16,1316.75,1336.91,2008.02,23.5,25.33,3.23%
3249,02/06/08,1346.8,1351.96,1324.34,1326.45,2008.02,23.5,25.33,3.23%
3250,02/05/08,1357.26,1380.28,1336.64,1336.64,2008.02,23.5,25.33,3.23%
3251,02/04/08,1395.27,1395.38,1379.69,1380.82,2008.02,23.5,25.33,3.23%
3252,02/01/08,1381.72,1396.02,1375.93,1395.42,2008.02,23.5,25.33,3.23%
3253,01/31/08,1334.92,1385.62,1334.08,1378.55,2008.01,24.02,25.89,3.13%
3254,01/30/08,1356.6,1385.86,1352.95,1355.81,2008.01,24.02,25.89,3.13%
3255,01/29/08,1363.33,1364.93,1350.19,1362.3,2008.01,24.02,25.89,3.13%
3256,01/28/08,1334.17,1353.97,1322.26,1353.97,2008.01,24.02,25.89,3.13%
3257,01/25/08,1368.56,1368.56,1327.5,1330.61,2008.01,24.02,25.89,3.13%
3258,01/24/08,1344.92,1355.15,1334.31,1352.07,2008.01,24.02,25.89,3.13%
3259,01/23/08,1277.56,1339.09,1270.05,1338.6,2008.01,24.02,25.89,3.13%
